timestamp,message_type,user_id,nickname,content,user_level,giver_id,giver_nickname,gift_name,combo_count,receiver_id,receiver_nickname,like_count,like_total,member_count,follow_count,display_short,display_middle,display_long,room_total
2025-09-16T21:30:11.144103,message,MS4wLjABAAAA7TaGywGbPVR6WVRxeRn1wZOGjkXPh-uybbaT4GDhX9I,共赴(📸),好听,,,,,,,,,,,,,,,
2025-09-16T21:30:11.144360,message,MS4wLjABAAAAveO1a4jq_FAKf6fhrbZQ1um_qr6nl80s9ns3H_qgs6U-MAEOoQf1oPfdP6UhN5bA,重回光明,这个袜子好可爱,,,,,,,,,,,,,,,
2025-09-16T21:30:11.144416,message,MS4wLjABAAAAExupHbLxwZwIWxlnt0pewqUTktmXbmv2b7RqM9Qd2kiZ7hxbSgPTDvblQDLvIh6k,普通人吃的节省餐,袜子有内味儿,,,,,,,,,,,,,,,
2025-09-16T21:30:11.144467,message,MS4wLjABAAAAVFr7Y7r8_xU3jHX46Q4NF-izS0bAvvwf3QH-zg02SBs,🆑彦辰🌈,中华小曲库 天籁之音 歌后唱功,,,,,,,,,,,,,,,
2025-09-16T21:30:11.144537,message,MS4wLjABAAAALD-TK8UKb73428lPbxfA1nHIx3vUCA2SP_x00bYutDU,Jealay,真好听[比心][比心][比心],,,,,,,,,,,,,,,
2025-09-16T21:30:11.144585,message,MS4wLjABAAAAVz2SJZJe5O-2LP3j7rt8zHmXxjKd_2BclxRD3HAuHyq_Mgy4vL2IP51_PukZDpPX,是凌杰阿.,好听,,,,,,,,,,,,,,,
2025-09-16T21:30:11.144644,message,MS4wLjABAAAA0gek-Sw02VAJDlrGw0D110kIG27SeYfMsm2hKrGpaNX85Ra7UbyIMmKV8QBvPYYA,🆑我天下第一宇宙无敌好ᶜˡᵒᵘ,听可楼唱歌就是一种暖洋洋的感觉,,,,,,,,,,,,,,,
2025-09-16T21:30:11.144700,message,MS4wLjABAAAA2E_Cz5Md9ypySBDSuQvy3WbD3PlLgfnuYRerAQL1DTw,时光的这头📝️,这姑娘见天乐呵 真好,,,,,,,,,,,,,,,
2025-09-16T21:30:11.144738,message,MS4wLjABAAAAp8l7xnAKNLM-vwx5cF7PhipIxZOysCK6VM9l_y_xV-4,🚬凡ᩚ夫ᩚღ俗ζ子🍻,这个懒人沙发挺好的。,,,,,,,,,,,,,,,
2025-09-16T21:30:11.144774,message,MS4wLjABAAAAEBSmw8fEk4RykgjyL300RH8fUvXeVGM5JeLr4k289w8mY0Y2YhSsuNkTNxkcGe04,coca,可楼我爱你,,,,,,,,,,,,,,,
